uncertainty,scenario,regime,variable,t,value
vxo,unit-shock-crude_wti,combined,cocoa,12,-0.0302411254445495
vxo,unit-shock-crude_wti,combined,cocoa,13,0
vxo,unit-shock-crude_wti,combined,cocoa,14,0
vxo,unit-shock-crude_wti,combined,cocoa,15,0
vxo,unit-shock-crude_wti,combined,cocoa,16,0
vxo,unit-shock-crude_wti,combined,cocoa,17,0
vxo,unit-shock-crude_wti,combined,cocoa,18,0
vxo,unit-shock-crude_wti,combined,cocoa,19,0
vxo,unit-shock-crude_wti,combined,cocoa,20,0
vxo,unit-shock-crude_wti,combined,cocoa,21,0
vxo,unit-shock-crude_wti,combined,cocoa,22,0
vxo,unit-shock-crude_wti,combined,cocoa,23,0
vxo,unit-shock-crude_wti,combined,cocoa,24,0
vxo,unit-shock-crude_wti,combined,coffee_arabic,1,0
vxo,unit-shock-crude_wti,combined,coffee_arabic,2,0
vxo,unit-shock-crude_wti,combined,coffee_arabic,3,0.05288907505248632
vxo,unit-shock-crude_wti,combined,coffee_arabic,4,0.0755890088898577
vxo,unit-shock-crude_wti,combined,coffee_arabic,5,0.01587146693649221
vxo,unit-shock-crude_wti,combined,coffee_arabic,6,-0.10147219131721189
vxo,unit-shock-crude_wti,combined,coffee_arabic,7,-0.00406866137527591
vxo,unit-shock-crude_wti,combined,coffee_arabic,8,0.06518519199646369
vxo,unit-shock-crude_wti,combined,coffee_arabic,9,0.00328888415216693
vxo,unit-shock-crude_wti,combined,coffee_arabic,10,-0.10944269389616552
vxo,unit-shock-crude_wti,combined,coffee_arabic,11,0.0050388949456009104
vxo,unit-shock-crude_wti,combined,coffee_arabic,12,0.02035807524227829
vxo,unit-shock-crude_wti,combined,coffee_arabic,13,0
vxo,unit-shock-crude_wti,combined,coffee_arabic,14,0
vxo,unit-shock-crude_wti,combined,coffee_arabic,15,0
vxo,unit-shock-crude_wti,combined,coffee_arabic,16,0
vxo,unit-shock-crude_wti,combined,coffee_arabic,17,0
vxo,unit-shock-crude_wti,combined,coffee_arabic,18,0
vxo,unit-shock-crude_wti,combined,coffee_arabic,19,0
vxo,unit-shock-crude_wti,combined,coffee_arabic,20,0
vxo,unit-shock-crude_wti,combined,coffee_arabic,21,0
vxo,unit-shock-crude_wti,combined,coffee_arabic,22,0
vxo,unit-shock-crude_wti,combined,coffee_arabic,23,0
vxo,unit-shock-crude_wti,combined,coffee_arabic,24,0
vxo,unit-shock-crude_wti,combined,copper,1,0
vxo,unit-shock-crude_wti,combined,copper,2,0
vxo,unit-shock-crude_wti,combined,copper,3,0.0200139779194014
vxo,unit-shock-crude_wti,combined,copper,4,-0.18317147459873143
vxo,unit-shock-crude_wti,combined,copper,5,-0.12365089148338892
vxo,unit-shock-crude_wti,combined,copper,6,-0.3046574049811767
vxo,unit-shock-crude_wti,combined,copper,7,-0.17329210543865836
vxo,unit-shock-crude_wti,combined,copper,8,-0.08825162438274081
vxo,unit-shock-crude_wti,combined,copper,9,0.08608684968500241
vxo,unit-shock-crude_wti,combined,copper,10,0.01324539800273252
vxo,unit-shock-crude_wti,combined,copper,11,0.01769338142577332
vxo,unit-shock-crude_wti,combined,copper,12,0.05722862800130222
vxo,unit-shock-crude_wti,combined,copper,13,0
vxo,unit-shock-crude_wti,combined,copper,14,0
vxo,unit-shock-crude_wti,combined,copper,15,0
vxo,unit-shock-crude_wti,combined,copper,16,0
vxo,unit-shock-crude_wti,combined,copper,17,0
vxo,unit-shock-crude_wti,combined,copper,18,0
vxo,unit-shock-crude_wti,combined,copper,19,0
vxo,unit-shock-crude_wti,combined,copper,20,0
vxo,unit-shock-crude_wti,combined,copper,21,0
vxo,unit-shock-crude_wti,combined,copper,22,0
vxo,unit-shock-crude_wti,combined,copper,23,0
vxo,unit-shock-crude_wti,combined,copper,24,0
vxo,unit-shock-crude_wti,combined,cotton_a_indx,1,0
vxo,unit-shock-crude_wti,combined,cotton_a_indx,2,0
vxo,unit-shock-crude_wti,combined,cotton_a_indx,3,0.01936459374107313
vxo,unit-shock-crude_wti,combined,cotton_a_indx,4,-0.07079391194440542
vxo,unit-shock-crude_wti,combined,cotton_a_indx,5,-0.00640730902075236
vxo,unit-shock-crude_wti,combined,cotton_a_indx,6,-0.12648505281369732
vxo,unit-shock-crude_wti,combined,cotton_a_indx,7,-0.08397742468132978
vxo,unit-shock-crude_wti,combined,cotton_a_indx,8,0.02005414974908392
vxo,unit-shock-crude_wti,combined,cotton_a_indx,9,-0.0091455934588178
vxo,unit-shock-crude_wti,combined,cotton_a_indx,10,-0.02775336025283731
vxo,unit-shock-crude_wti,combined,cotton_a_indx,11,-0.08851821276389414
vxo,unit-shock-crude_wti,combined,cotton_a_indx,12,-0.01104482523976922
vxo,unit-shock-crude_wti,combined,cotton_a_indx,13,0
vxo,unit-shock-crude_wti,combined,cotton_a_indx,14,0
vxo,unit-shock-crude_wti,combined,cotton_a_indx,15,0
vxo,unit-shock-crude_wti,combined,cotton_a_indx,16,0
vxo,unit-shock-crude_wti,combined,cotton_a_indx,17,0
vxo,unit-shock-crude_wti,combined,cotton_a_indx,18,0
vxo,unit-shock-crude_wti,combined,cotton_a_indx,19,0
vxo,unit-shock-crude_wti,combined,cotton_a_indx,20,0
vxo,unit-shock-crude_wti,combined,cotton_a_indx,21,0
vxo,unit-shock-crude_wti,combined,cotton_a_indx,22,0
vxo,unit-shock-crude_wti,combined,cotton_a_indx,23,0
vxo,unit-shock-crude_wti,combined,cotton_a_indx,24,0
vxo,unit-shock-crude_wti,combined,crude_wti,1,0
vxo,unit-shock-crude_wti,combined,crude_wti,2,2
vxo,unit-shock-crude_wti,combined,crude_wti,3,0.3079404218853978
vxo,unit-shock-crude_wti,combined,crude_wti,4,-0.23248198954266555
vxo,unit-shock-crude_wti,combined,crude_wti,5,0.05527848184285497
vxo,unit-shock-crude_wti,combined,crude_wti,6,-0.14670174388707083
vxo,unit-shock-crude_wti,combined,crude_wti,7,-0.2256729035437928
vxo,unit-shock-crude_wti,combined,crude_wti,8,-0.2131762681059443
vxo,unit-shock-crude_wti,combined,crude_wti,9,0.09980268072172822
vxo,unit-shock-crude_wti,combined,crude_wti,10,0.08285632746148815
vxo,unit-shock-crude_wti,combined,crude_wti,11,0.01210219832569914
vxo,unit-shock-crude_wti,combined,crude_wti,12,0.07017825719250584
vxo,unit-shock-crude_wti,combined,crude_wti,13,0
vxo,unit-shock-crude_wti,combined,crude_wti,14,0
vxo,unit-shock-crude_wti,combined,crude_wti,15,0
vxo,unit-shock-crude_wti,combined,crude_wti,16,0
vxo,unit-shock-crude_wti,combined,crude_wti,17,0
vxo,unit-shock-crude_wti,combined,crude_wti,18,0
vxo,unit-shock-crude_wti,combined,crude_wti,19,0
vxo,unit-shock-crude_wti,combined,crude_wti,20,0
vxo,unit-shock-crude_wti,combined,crude_wti,21,0
vxo,unit-shock-crude_wti,combined,crude_wti,22,0
vxo,unit-shock-crude_wti,combined,crude_wti,23,0
vxo,unit-shock-crude_wti,combined,crude_wti,24,0
vxo,unit-shock-crude_wti,combined,gold,1,0
vxo,unit-shock-crude_wti,combined,gold,2,0
vxo,unit-shock-crude_wti,combined,gold,3,-0.18712258334023735
vxo,unit-shock-crude_wti,combined,gold,4,0.11436975615356525
vxo,unit-shock-crude_wti,combined,gold,5,0.10731564754650372
vxo,unit-shock-crude_wti,combined,gold,6,-0.117980050206918
vxo,unit-shock-crude_wti,combined,gold,7,-0.1774107959044808
vxo,unit-shock-crude_wti,combined,gold,8,0.0318514028633789
vxo,unit-shock-crude_wti,combined,gold,9,0.11153809370310463
vxo,unit-shock-crude_wti,combined,gold,10,0.03881599247718822
vxo,unit-shock-crude_wti,combined,gold,11,-0.11011181662499664
vxo,unit-shock-crude_wti,combined,gold,12,0.05372239782935634
vxo,unit-shock-crude_wti,combined,gold,13,0
vxo,unit-shock-crude_wti,combined,gold,14,0
vxo,unit-shock-crude_wti,combined,gold,15,0
vxo,unit-shock-crude_wti,combined,gold,16,0
vxo,unit-shock-crude_wti,combined,gold,17,0
vxo,unit-shock-crude_wti,combined,gold,18,0
vxo,unit-shock-crude_wti,combined,gold,19,0
vxo,unit-shock-crude_wti,combined,gold,20,0
vxo,unit-shock-crude_wti,combined,gold,21,0
vxo,unit-shock-crude_wti,combined,gold,22,0
vxo,unit-shock-crude_wti,combined,gold,23,0
vxo,unit-shock-crude_wti,combined,gold,24,0
vxo,unit-shock-crude_wti,combined,lead,1,0
vxo,unit-shock-crude_wti,combined,lead,2,0
vxo,unit-shock-crude_wti,combined,lead,3,-0.02680305584403066
vxo,unit-shock-crude_wti,combined,lead,4,-0.2463339845038953
vxo,unit-shock-crude_wti,combined,lead,5,0.1783256997120858
vxo,unit-shock-crude_wti,combined,lead,6,-0.13266037134499298
vxo,unit-shock-crude_wti,combined,lead,7,-0.03874316188682279
vxo,unit-shock-crude_wti,combined,lead,8,-0.15593589767705207
vxo,unit-shock-crude_wti,combined,lead,9,0.0400657882753951
vxo,unit-shock-crude_wti,combined,lead,10,-0.04215209921998997
vxo,unit-shock-crude_wti,combined,lead,11,-0.04016814700925203
vxo,unit-shock-crude_wti,combined,lead,12,0.0741172170029357
vxo,unit-shock-crude_wti,combined,lead,13,0
vxo,unit-shock-crude_wti,combined,lead,14,0
vxo,unit-shock-crude_wti,combined,lead,15,0
vxo,unit-shock-crude_wti,combined,lead,16,0
vxo,unit-shock-crude_wti,combined,lead,17,0
vxo,unit-shock-crude_wti,combined,lead,18,0
vxo,unit-shock-crude_wti,combined,lead,19,0
vxo,unit-shock-crude_wti,combined,lead,20,0
vxo,unit-shock-crude_wti,combined,lead,21,0
vxo,unit-shock-crude_wti,combined,lead,22,0
vxo,unit-shock-crude_wti,combined,lead,23,0
vxo,unit-shock-crude_wti,combined,lead,24,0
vxo,unit-shock-crude_wti,combined,maize,1,0
vxo,unit-shock-crude_wti,combined,maize,2,0
vxo,unit-shock-crude_wti,combined,maize,3,0.0113070122254417
vxo,unit-shock-crude_wti,combined,maize,4,-0.01578536011004411
vxo,unit-shock-crude_wti,combined,maize,5,0.08774227429407769
vxo,unit-shock-crude_wti,combined,maize,6,-0.05107188626194407
vxo,unit-shock-crude_wti,combined,maize,7,-0.0648849530256842
vxo,unit-shock-crude_wti,combined,maize,8,-0.01187467209320656
vxo,unit-shock-crude_wti,combined,maize,9,0.09549673611633562
vxo,unit-shock-crude_wti,combined,maize,10,-0.09081891511951153
vxo,unit-shock-crude_wti,combined,maize,11,-0.08232389431734878
vxo,unit-shock-crude_wti,combined,maize,12,-0.00484061234053561
vxo,unit-shock-crude_wti,combined,maize,13,0
vxo,unit-shock-crude_wti,combined,maize,14,0
vxo,unit-shock-crude_wti,combined,maize,15,0
vxo,unit-shock-crude_wti,combined,maize,16,0
vxo,unit-shock-crude_wti,combined,maize,17,0
vxo,unit-shock-crude_wti,combined,maize,18,0
vxo,unit-shock-crude_wti,combined,maize,19,0
vxo,unit-shock-crude_wti,combined,maize,20,0
vxo,unit-shock-crude_wti,combined,maize,21,0
vxo,unit-shock-crude_wti,combined,maize,22,0
vxo,unit-shock-crude_wti,combined,maize,23,0
vxo,unit-shock-crude_wti,combined,maize,24,0
vxo,unit-shock-crude_wti,combined,ngas_us,1,0
vxo,unit-shock-crude_wti,combined,ngas_us,2,0
vxo,unit-shock-crude_wti,combined,ngas_us,3,0.12634579893834022
vxo,unit-shock-crude_wti,combined,ngas_us,4,0.32541732927528727
vxo,unit-shock-crude_wti,combined,ngas_us,5,0.12585155962639571
vxo,unit-shock-crude_wti,combined,ngas_us,6,-0.1540050624915359
vxo,unit-shock-crude_wti,combined,ngas_us,7,-0.02115638533516605
vxo,unit-shock-crude_wti,combined,ngas_us,8,-0.0969872263255816
vxo,unit-shock-crude_wti,combined,ngas_us,9,0.06305389101735001
vxo,unit-shock-crude_wti,combined,ngas_us,10,0.01095511754364584
vxo,unit-shock-crude_wti,combined,ngas_us,11,-0.1179851372564522
vxo,unit-shock-crude_wti,combined,ngas_us,12,0.00362702521160995
vxo,unit-shock-crude_wti,combined,ngas_us,13,0
vxo,unit-shock-crude_wti,combined,ngas_us,14,0
vxo,unit-shock-crude_wti,combined,ngas_us,15,0
vxo,unit-shock-crude_wti,combined,ngas_us,16,0
vxo,unit-shock-crude_wti,combined,ngas_us,17,0
vxo,unit-shock-crude_wti,combined,ngas_us,18,0
vxo,unit-shock-crude_wti,combined,ngas_us,19,0
vxo,unit-shock-crude_wti,combined,ngas_us,20,0
vxo,unit-shock-crude_wti,combined,ngas_us,21,0
vxo,unit-shock-crude_wti,combined,ngas_us,22,0
vxo,unit-shock-crude_wti,combined,ngas_us,23,0
vxo,unit-shock-crude_wti,combined,ngas_us,24,0
vxo,unit-shock-crude_wti,combined,nickel,1,0
vxo,unit-shock-crude_wti,combined,nickel,2,0
vxo,unit-shock-crude_wti,combined,nickel,3,0.0097092576433163
vxo,unit-shock-crude_wti,combined,nickel,4,-0.07124244998616108
vxo,unit-shock-crude_wti,combined,nickel,5,-0.00329349581252932
vxo,unit-shock-crude_wti,combined,nickel,6,-0.2516737723359531
vxo,unit-shock-crude_wti,combined,nickel,7,-0.11687428911454328
vxo,unit-shock-crude_wti,combined,nickel,8,-0.00659460849382417
vxo,unit-shock-crude_wti,combined,nickel,9,0.07823821782937915
vxo,unit-shock-crude_wti,combined,nickel,10,-0.07255391560995016
vxo,unit-shock-crude_wti,combined,nickel,11,-0.02626346806716832
vxo,unit-shock-crude_wti,combined,nickel,12,0.05331245390709354
vxo,unit-shock-crude_wti,combined,nickel,13,0
vxo,unit-shock-crude_wti,combined,nickel,14,0
vxo,unit-shock-crude_wti,combined,nickel,15,0
vxo,unit-shock-crude_wti,combined,nickel,16,0
vxo,unit-shock-crude_wti,combined,nickel,17,0
vxo,unit-shock-crude_wti,combined,nickel,18,0
vxo,unit-shock-crude_wti,combined,nickel,19,0
vxo,unit-shock-crude_wti,combined,nickel,20,0
vxo,unit-shock-crude_wti,combined,nickel,21,0
vxo,unit-shock-crude_wti,combined,nickel,22,0
vxo,unit-shock-crude_wti,combined,nickel,23,0
vxo,unit-shock-crude_wti,combined,nickel,24,0
vxo,unit-shock-crude_wti,combined,platinum,1,0
vxo,unit-shock-crude_wti,combined,platinum,2,0
vxo,unit-shock-crude_wti,combined,platinum,3,-0.10443928434772004
vxo,unit-shock-crude_wti,combined,platinum,4,-0.19719611187048136
vxo,unit-shock-crude_wti,combined,platinum,5,0.08439409876325646
vxo,unit-shock-crude_wti,combined,platinum,6,-0.20185791401436887
vxo,unit-shock-crude_wti,combined,platinum,7,-0.05062612874635157
vxo,unit-shock-crude_wti,combined,platinum,8,-0.05429936665390976
vxo,unit-shock-crude_wti,combined,platinum,9,0.10335112990838898
vxo,unit-shock-crude_wti,combined,platinum,10,0.04110740309813947
vxo,unit-shock-crude_wti,combined,platinum,11,-0.1335648806000087
vxo,unit-shock-crude_wti,combined,platinum,12,-0.0426168548813644
vxo,unit-shock-crude_wti,combined,platinum,13,0
vxo,unit-shock-crude_wti,combined,platinum,14,0
vxo,unit-shock-crude_wti,combined,platinum,15,0
vxo,unit-shock-crude_wti,combined,platinum,16,0
vxo,unit-shock-crude_wti,combined,platinum,17,0
vxo,unit-shock-crude_wti,combined,platinum,18,0
vxo,unit-shock-crude_wti,combined,platinum,19,0
vxo,unit-shock-crude_wti,combined,platinum,20,0
vxo,unit-shock-crude_wti,combined,platinum,21,0
vxo,unit-shock-crude_wti,combined,platinum,22,0
vxo,unit-shock-crude_wti,combined,platinum,23,0
vxo,unit-shock-crude_wti,combined,platinum,24,0
vxo,unit-shock-crude_wti,combined,silver,1,0
vxo,unit-shock-crude_wti,combined,silver,2,0
vxo,unit-shock-crude_wti,combined,silver,3,-0.3395610008467846
vxo,unit-shock-crude_wti,combined,silver,4,-0.07710082005879848
vxo,unit-shock-crude_wti,combined,silver,5,0.04785029237928054
vxo,unit-shock-crude_wti,combined,silver,6,-0.10983386022392325
vxo,unit-shock-crude_wti,combined,silver,7,-0.0914630568400248
vxo,unit-shock-crude_wti,combined,silver,8,-0.04826272532788667
vxo,unit-shock-crude_wti,combined,silver,9,0.03484006038391468
vxo,unit-shock-crude_wti,combined,silver,10,-2.464747197651408e-4
vxo,unit-shock-crude_wti,combined,silver,11,-0.12296787702477194
vxo,unit-shock-crude_wti,combined,silver,12,0.00372086031300749
vxo,unit-shock-crude_wti,combined,silver,13,0
vxo,unit-shock-crude_wti,combined,silver,14,0
vxo,unit-shock-crude_wti,combined,silver,15,0
vxo,unit-shock-crude_wti,combined,silver,16,0
vxo,unit-shock-crude_wti,combined,silver,17,0
vxo,unit-shock-crude_wti,combined,silver,18,0
vxo,unit-shock-crude_wti,combined,silver,19,0
vxo,unit-shock-crude_wti,combined,silver,20,0
vxo,unit-shock-crude_wti,combined,silver,21,0
vxo,unit-shock-crude_wti,combined,silver,22,0
vxo,unit-shock-crude_wti,combined,silver,23,0
vxo,unit-shock-crude_wti,combined,silver,24,0
vxo,unit-shock-crude_wti,combined,soybeans,1,0
vxo,unit-shock-crude_wti,combined,soybeans,2,0
vxo,unit-shock-crude_wti,combined,soybeans,3,0.15813166305557255
vxo,unit-shock-crude_wti,combined,soybeans,4,0.3090700347618355
vxo,unit-shock-crude_wti,combined,soybeans,5,-0.0014176269648689
vxo,unit-shock-crude_wti,combined,soybeans,6,-0.1444720557600676
vxo,unit-shock-crude_wti,combined,soybeans,7,-0.05441645563472652
vxo,unit-shock-crude_wti,combined,soybeans,8,-0.03134863352202532
vxo,unit-shock-crude_wti,combined,soybeans,9,0.03911325379043857
vxo,unit-shock-crude_wti,combined,soybeans,10,-0.1378104835549901
vxo,unit-shock-crude_wti,combined,soybeans,11,0.0647000372469272
vxo,unit-shock-crude_wti,combined,soybeans,12,0.05047406607264997
vxo,unit-shock-crude_wti,combined,soybeans,13,0
vxo,unit-shock-crude_wti,combined,soybeans,14,0
vxo,unit-shock-crude_wti,combined,soybeans,15,0
vxo,unit-shock-crude_wti,combined,soybeans,16,0
vxo,unit-shock-crude_wti,combined,soybeans,17,0
vxo,unit-shock-crude_wti,combined,soybeans,18,0
vxo,unit-shock-crude_wti,combined,soybeans,19,0
vxo,unit-shock-crude_wti,combined,soybeans,20,0
vxo,unit-shock-crude_wti,combined,soybeans,21,0
vxo,unit-shock-crude_wti,combined,soybeans,22,0
vxo,unit-shock-crude_wti,combined,soybeans,23,0
vxo,unit-shock-crude_wti,combined,soybeans,24,0
vxo,unit-shock-crude_wti,combined,sugar_wld,1,0
vxo,unit-shock-crude_wti,combined,sugar_wld,2,0
vxo,unit-shock-crude_wti,combined,sugar_wld,3,0.1104870654056666
vxo,unit-shock-crude_wti,combined,sugar_wld,4,0.1228731700961522
vxo,unit-shock-crude_wti,combined,sugar_wld,5,0.08936980842429615
vxo,unit-shock-crude_wti,combined,sugar_wld,6,-0.00408739043319022
vxo,unit-shock-crude_wti,combined,sugar_wld,7,-0.1608649675068989
vxo,unit-shock-crude_wti,combined,sugar_wld,8,-0.10425317975471374
vxo,unit-shock-crude_wti,combined,sugar_wld,9,0.00575167253151726
vxo,unit-shock-crude_wti,combined,sugar_wld,10,-0.04475484142115223
vxo,unit-shock-crude_wti,combined,sugar_wld,11,-0.03188166093862144
vxo,unit-shock-crude_wti,combined,sugar_wld,12,0.01024411433911468
vxo,unit-shock-crude_wti,combined,sugar_wld,13,0
vxo,unit-shock-crude_wti,combined,sugar_wld,14,0
vxo,unit-shock-crude_wti,combined,sugar_wld,15,0
vxo,unit-shock-crude_wti,combined,sugar_wld,16,0
vxo,unit-shock-crude_wti,combined,sugar_wld,17,0
vxo,unit-shock-crude_wti,combined,sugar_wld,18,0
vxo,unit-shock-crude_wti,combined,sugar_wld,19,0
vxo,unit-shock-crude_wti,combined,sugar_wld,20,0
vxo,unit-shock-crude_wti,combined,sugar_wld,21,0
vxo,unit-shock-crude_wti,combined,sugar_wld,22,0
vxo,unit-shock-crude_wti,combined,sugar_wld,23,0
vxo,unit-shock-crude_wti,combined,sugar_wld,24,0
vxo,unit-shock-crude_wti,combined,tin,1,0
vxo,unit-shock-crude_wti,combined,tin,2,0
vxo,unit-shock-crude_wti,combined,tin,3,0.03586546020250825
vxo,unit-shock-crude_wti,combined,tin,4,-0.1456126390881475
vxo,unit-shock-crude_wti,combined,tin,5,-0.01742895383056308
vxo,unit-shock-crude_wti,combined,tin,6,-0.2093911813494694
vxo,unit-shock-crude_wti,combined,tin,7,-0.0970577412056575
vxo,unit-shock-crude_wti,combined,tin,8,-0.08350088040626939
vxo,unit-shock-crude_wti,combined,tin,9,0.11606757505269812
vxo,unit-shock-crude_wti,combined,tin,10,-7.176345698253097e-4
vxo,unit-shock-crude_wti,combined,tin,11,-0.11193936863729172
vxo,unit-shock-crude_wti,combined,tin,12,0.02653651025621671
vxo,unit-shock-crude_wti,combined,tin,13,0
vxo,unit-shock-crude_wti,combined,tin,14,0
vxo,unit-shock-crude_wti,combined,tin,15,0
vxo,unit-shock-crude_wti,combined,tin,16,0
vxo,unit-shock-crude_wti,combined,tin,17,0
vxo,unit-shock-crude_wti,combined,tin,18,0
vxo,unit-shock-crude_wti,combined,tin,19,0
vxo,unit-shock-crude_wti,combined,tin,20,0
vxo,unit-shock-crude_wti,combined,tin,21,0
vxo,unit-shock-crude_wti,combined,tin,22,0
vxo,unit-shock-crude_wti,combined,tin,23,0
vxo,unit-shock-crude_wti,combined,tin,24,0
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,1,0
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,2,0
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,3,0.0783228405915974
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,4,0.1965944080476049
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,5,-0.06789824206348588
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,6,-0.09948163974983372
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,7,0.02268642097697422
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,8,0.03152446312691514
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,9,0.090266436440855
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,10,-0.12194807932385283
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,11,-0.02682219976083266
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,12,8.564609580822073e-4
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,13,0
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,14,0
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,15,0
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,16,0
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,17,0
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,18,0
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,19,0
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,20,0
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,21,0
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,22,0
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,23,0
vxo,unit-shock-crude_wti,combined,wheat_us_hrw,24,0
vxo,unit-shock-crude_wti,combined,zinc,1,0
vxo,unit-shock-crude_wti,combined,zinc,2,0
vxo,unit-shock-crude_wti,combined,zinc,3,-0.20480628779063875
vxo,unit-shock-crude_wti,combined,zinc,4,-0.2440669258975624
vxo,unit-shock-crude_wti,combined,zinc,5,-0.00436231276923852
vxo,unit-shock-crude_wti,combined,zinc,6,-0.262832056560683
vxo,unit-shock-crude_wti,combined,zinc,7,-0.03247605340971542
vxo,unit-shock-crude_wti,combined,zinc,8,-0.0582777577301259
vxo,unit-shock-crude_wti,combined,zinc,9,-0.02069208620361549
vxo,unit-shock-crude_wti,combined,zinc,10,-0.01716160304688794
vxo,unit-shock-crude_wti,combined,zinc,11,0.01245435372371623
vxo,unit-shock-crude_wti,combined,zinc,12,0.04671336690691621
vxo,unit-shock-crude_wti,combined,zinc,13,0
vxo,unit-shock-crude_wti,combined,zinc,14,0
vxo,unit-shock-crude_wti,combined,zinc,15,0
vxo,unit-shock-crude_wti,combined,zinc,16,0
vxo,unit-shock-crude_wti,combined,zinc,17,0
vxo,unit-shock-crude_wti,combined,zinc,18,0
vxo,unit-shock-crude_wti,combined,zinc,19,0
vxo,unit-shock-crude_wti,combined,zinc,20,0
vxo,unit-shock-crude_wti,combined,zinc,21,0
vxo,unit-shock-crude_wti,combined,zinc,22,0
vxo,unit-shock-crude_wti,combined,zinc,23,0
vxo,unit-shock-crude_wti,combined,zinc,24,0
